,Squad,Comp,Player,Pos,Age,MP,Starts_Playing_Time,Min_Playing_Time,Mins_Per_90_Playing_Time,Gls,Ast,G_minus_PK,PK,PKatt,CrdY,CrdR,Gls_Per_Minutes,Ast_Per_Minutes,G+A_Per_Minutes,G_minus_PK_Per_Minutes,G+A_minus_PK_Per_Minutes,MP_Playing_Time
9,2022 Qatar,WCQ — AFC M,Tarek Salman,DF,24.0,,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
10,2022 Qatar,WCQ — AFC M,Akram Afif,"FW,MF",25.0,,4,386.0,4.3,4.0,3.0,3.0,1.0,1.0,1.0,0.0,0.93,0.7,1.63,0.7,1.4,6.0
11,2022 Qatar,WCQ — AFC M,Ró-Ró,DF,31.0,,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
12,2022 Qatar,WCQ — AFC M,Musaab Khidir,"DF,MF",29.0,,4,315.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
13,2022 Qatar,WCQ — AFC M,Assim Madibo,MF,25.0,,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
14,2022 Qatar,WCQ — AFC M,Mohammed Muntari,FW,28.0,,2,161.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
15,2022 Qatar,WCQ — AFC M,Ahmed Alaaeldin,FW,29.0,,1,121.0,1.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,0.74,0.0,0.74,5.0
16,2022 Qatar,WCQ — AFC M,Salem Al Hajri,MF,25.0,,1,120.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
17,2022 Qatar,WCQ — AFC M,Mohammed Waad,DF,22.0,,1,104.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
18,2022 Qatar,WCQ — AFC M,Meshaal Barsham,GK,23.0,,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19,2022 Qatar,WCQ — AFC M,Fahad Al-Abdulrahman,DF,26.0,,1,79.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20,2022 Qatar,WCQ — AFC M,Ismail Mohamad,FW,31.0,,0,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
21,2022 Qatar,WCQ — AFC M,Abdullah Abdulsalam,MF,24.0,,0,80.0,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13,1.13,0.0,1.13,3.0
22,2022 Qatar,WCQ — AFC M,Homam Elamin,DF,22.0,,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
23,2022 Qatar,WCQ — AFC M,Moayad Hassan,FW,30.0,,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
24,2022 Qatar,WCQ — AFC M,Ahmed Fathy,MF,29.0,,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25,2022 Qatar,WCQ — AFC M,Ali Afif,"FW,MF",34.0,,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
26,2022 Qatar,WCQ — AFC M,Mahmoud Abunada,GK,21.0,,0,,,,,,,,,,,,,,,0.0
27,2022 Qatar,WCQ — AFC M,Mohamed Alaa,DF,28.0,,0,,,,,,,,,,,,,,,0.0
28,2022 Qatar,WCQ — AFC M,Hashim Ali,FW,21.0,,0,,,,,,,,,,,,,,,0.0
29,2022 Qatar,WCQ — AFC M,Al-Mahdi Ali Mukhtar,DF,29.0,,0,,,,,,,,,,,,,,,0.0
30,2022 Qatar,WCQ — AFC M,Abdulaziz Al Ansari,FW,29.0,,0,,,,,,,,,,,,,,,0.0
31,2022 Qatar,WCQ — AFC M,Mohammed Al Bakri,GK,24.0,,0,,,,,,,,,,,,,,,0.0
32,2022 Qatar,WCQ — AFC M,Sultan Al-Brake,DF,25.0,,0,,,,,,,,,,,,,,,0.0
33,2022 Qatar,WCQ — AFC M,Mohamed Emad,DF,20.0,,0,,,,,,,,,,,,,,,0.0
34,2022 Qatar,WCQ — AFC M,Jassem Gaber,DF,19.0,,0,,,,,,,,,,,,,,,0.0
35,2022 Qatar,WCQ — AFC M,Abdulrasheed Ibrahim,MF,22.0,,0,,,,,,,,,,,,,,,0.0
36,2022 Qatar,WCQ — AFC M,Abdullah Marafee,MF,29.0,,0,,,,,,,,,,,,,,,0.0
37,2022 Qatar,WCQ — AFC M,Ahmed Moein,MF,26.0,,0,,,,,,,,,,,,,,,0.0
38,2022 Qatar,WCQ — AFC M,Abdurahman Mostafa,MF,24.0,,0,,,,,,,,,,,,,,,0.0
39,2022 Qatar,WCQ — AFC M,Yazan Naim,GK,24.0,,0,,,,,,,,,,,,,,,0.0
40,2022 Qatar,WCQ — AFC M,Ahmed Suhail,DF,22.0,,0,,,,,,,,,,,,,,,0.0
41,2022 Qatar,WCQ — AFC M,Fahad Younes,GK,27.0,,0,,,,,,,,,,,,,,,0.0
0,2022 England,WCQ — UEFA M,John Stones,DF,27.0,9.0,8,662.0,7.4,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.14,0.14,0.27,0.14,0.27,
1,2022 England,WCQ — UEFA M,Harry Kane,FW,28.0,8.0,7,585.0,6.5,12.0,2.0,8.0,4.0,4.0,1.0,0.0,1.85,0.31,2.15,1.23,1.54,
2,2022 England,WCQ — UEFA M,Raheem Sterling,"FW,MF",27.0,7.0,7,555.0,6.2,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.32,0.32,0.65,0.32,0.65,
3,2022 England,WCQ — UEFA M,Kalvin Phillips,MF,26.0,7.0,7,537.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
4,2022 England,WCQ — UEFA M,Kyle Walker,DF,31.0,6.0,6,540.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.17,0.17,0.0,0.17,
5,2022 England,WCQ — UEFA M,Mason Mount,"MF,FW",23.0,8.0,6,535.0,5.9,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.17,0.34,0.5,0.17,0.5,
6,2022 England,WCQ — UEFA M,Phil Foden,"MF,FW",21.0,7.0,6,497.0,5.5,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72,0.72,0.0,0.72,
7,2022 England,WCQ — UEFA M,Harry Maguire,DF,28.0,6.0,6,495.0,5.5,4.0,0.0,4.0,0.0,0.0,1.0,0.0,0.73,0.0,0.73,0.73,0.73,
8,2022 England,WCQ — UEFA M,Declan Rice,MF,23.0,5.0,5,447.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2,0.0,0.2,0.2,0.2,
9,2022 England,WCQ — UEFA M,Ben Chilwell,"DF,MF",25.0,5.0,4,405.0,4.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.22,0.22,0.44,0.22,0.44,
10,2022 England,WCQ — UEFA M,Conor Coady,DF,28.0,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,2022 England,WCQ — UEFA M,Jordan Pickford,GK,27.0,4.0,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
12,2022 England,WCQ — UEFA M,Luke Shaw,DF,26.0,4.0,4,360.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5,0.5,0.0,0.5,
13,2022 England,WCQ — UEFA M,Tyrone Mings,"DF,MF",28.0,4.0,3,315.0,3.5,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.29,0.0,0.29,0.29,0.29,
14,2022 England,WCQ — UEFA M,Jack Grealish,"MF,FW",26.0,6.0,3,313.0,3.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.29,0.29,0.58,0.29,0.58,
15,2022 England,WCQ — UEFA M,Bukayo Saka,"FW,DF",20.0,5.0,3,302.0,3.4,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.89,0.3,1.19,0.89,1.19,
16,2022 England,WCQ — UEFA M,Jesse Lingard,"MF,FW",29.0,6.0,3,270.0,3.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.67,0.67,1.33,0.67,1.33,
17,2022 England,WCQ — UEFA M,Nick Pope,GK,29.0,3.0,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18,2022 England,WCQ — UEFA M,Reece James,"DF,MF",22.0,5.0,3,216.0,2.4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.83,0.0,0.83,
19,2022 England,WCQ — UEFA M,Kieran Trippier,DF,31.0,3.0,2,225.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
20,2022 England,WCQ — UEFA M,Jude Bellingham,MF,18.0,4.0,2,224.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21,2022 England,WCQ — UEFA M,James Ward-Prowse,MF,27.0,3.0,2,200.0,2.2,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.9,0.0,0.9,0.9,0.9,
22,2022 England,WCQ — UEFA M,Jordan Henderson,MF,31.0,4.0,2,198.0,2.2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.45,0.45,0.91,0.45,0.91,
23,2022 England,WCQ — UEFA M,Trent Alexander-Arnold,"MF,DF",23.0,3.0,2,194.0,2.2,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,1.39,0.0,1.39,
24,2022 England,WCQ — UEFA M,Sam Johnstone,GK,28.0,2.0,2,180.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,
25,2022 England,WCQ — UEFA M,Tammy Abraham,FW,24.0,4.0,1,165.0,1.8,2.0,1.0,2.0,0.0,0.0,1.0,0.0,1.09,0.55,1.64,1.09,1.64,
26,2022 England,WCQ — UEFA M,Aaron Ramsdale,GK,23.0,1.0,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27,2022 England,WCQ — UEFA M,Emile Smith Rowe,FW,21.0,2.0,1,86.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.05,1.05,2.09,1.05,2.09,
28,2022 England,WCQ — UEFA M,Jadon Sancho,FW,21.0,1.0,1,72.0,0.8,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5,2.5,0.0,2.5,
29,2022 England,WCQ — UEFA M,Dominic Calvert-Lewin,FW,24.0,2.0,1,64.0,0.7,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.81,0.0,2.81,2.81,2.81,
30,2022 England,WCQ — UEFA M,Patrick Bamford,FW,28.0,1.0,1,61.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
31,2022 England,WCQ — UEFA M,Conor Gallagher,MF,21.0,1.0,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32,2022 England,WCQ — UEFA M,Ollie Watkins,"FW,MF",26.0,3.0,0,41.0,0.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.2,0.0,2.2,2.2,2.2,
33,2022 England,WCQ — UEFA M,Fikayo Tomori,DF,24.0,1.0,0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
34,2022 England,WCQ — UEFA M,Eric Dier,"DF,MF",28.0,0.0,0,,,,,,,,,,,,,,,
35,2022 England,WCQ — UEFA M,Dean Henderson,GK,24.0,0.0,0,,,,,,,,,,,,,,,
0,2022 IR Iran,WCQ — AFC M,Hossein Kanaanizadegan,DF,27.0,17.0,17,1522.0,16.9,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.06,0.12,0.18,0.06,0.18,
1,2022 IR Iran,WCQ — AFC M,Ahmad Nourollahi,MF,28.0,16.0,14,1256.0,14.0,3.0,1.0,3.0,0.0,0.0,2.0,0.0,0.21,0.07,0.29,0.21,0.29,
2,2022 IR Iran,WCQ — AFC M,Sardar Azmoun,FW,27.0,14.0,14,1164.0,12.9,10.0,4.0,10.0,0.0,1.0,3.0,0.0,0.77,0.31,1.08,0.77,1.08,
3,2022 IR Iran,WCQ — AFC M,Alireza Beiranvand,GK,29.0,13.0,13,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
4,2022 IR Iran,WCQ — AFC M,Mehdi Taremi,"FW,MF",29.0,13.0,13,1069.0,11.9,7.0,5.0,7.0,0.0,0.0,2.0,0.0,0.59,0.42,1.01,0.59,1.01,
5,2022 IR Iran,WCQ — AFC M,Sadegh Moharrami,DF,25.0,12.0,12,1035.0,11.5,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.09,0.09,0.0,0.09,
6,2022 IR Iran,WCQ — AFC M,Ali Gholizadeh,"FW,MF",25.0,14.0,12,1003.0,11.1,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.27,0.09,0.36,0.27,0.36,
7,2022 IR Iran,WCQ — AFC M,Shoja' Khalilzadeh,DF,32.0,12.0,12,986.0,11.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.09,0.0,0.09,0.09,0.09,
8,2022 IR Iran,WCQ — AFC M,Alireza Jahanbakhsh,"MF,FW",28.0,12.0,12,972.0,10.8,5.0,2.0,4.0,1.0,1.0,4.0,0.0,0.46,0.19,0.65,0.37,0.56,
9,2022 IR Iran,WCQ — AFC M,Vahid Amiri,"DF,MF",33.0,14.0,11,1044.0,11.6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.09,0.09,0.17,0.09,0.17,
10,2022 IR Iran,WCQ — AFC M,Saeid Ezatolahi,MF,25.0,13.0,11,873.0,9.7,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,
11,2022 IR Iran,WCQ — AFC M,Milad Mohammadi,DF,28.0,13.0,8,761.0,8.5,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.12,0.12,0.24,0.12,0.24,
12,2022 IR Iran,WCQ — AFC M,Omid Noorafkan,"MF,DF",24.0,8.0,7,619.0,6.9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,2022 IR Iran,WCQ — AFC M,Ehsan Hajsafi,"MF,DF",31.0,8.0,7,540.0,6.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,0.17,0.17,0.33,0.0,0.17,
14,2022 IR Iran,WCQ — AFC M,Amir Abedzadeh,GK,28.0,5.0,5,450.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
15,2022 IR Iran,WCQ — AFC M,Saman Ghoddos,"MF,FW",28.0,9.0,5,447.0,5.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4,0.4,0.0,0.4,
16,2022 IR Iran,WCQ — AFC M,Majid Hosseini,"DF,MF",25.0,5.0,4,405.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
17,2022 IR Iran,WCQ — AFC M,Ramin Rezaeian,DF,31.0,4.0,4,360.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,
18,2022 IR Iran,WCQ — AFC M,Karim Ansarifard,"MF,FW",31.0,12.0,3,326.0,3.6,7.0,4.0,6.0,1.0,1.0,0.0,0.0,1.93,1.1,3.04,1.66,2.76,
19,2022 IR Iran,WCQ — AFC M,Morteza Pouraliganji,DF,29.0,4.0,3,278.0,3.1,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.32,0.32,0.65,0.32,0.65,
20,2022 IR Iran,WCQ — AFC M,Omid Ebrahimi,MF,34.0,4.0,3,264.0,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21,2022 IR Iran,WCQ — AFC M,Mohammad Mohebbi,MF,23.0,3.0,3,220.0,2.4,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.82,0.82,1.64,0.82,1.64,
22,2022 IR Iran,WCQ — AFC M,Milad Sarlak,MF,26.0,7.0,1,142.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23,2022 IR Iran,WCQ — AFC M,Mehdi Torabi,MF,27.0,5.0,1,136.0,1.5,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.66,0.66,0.0,0.66,
24,2022 IR Iran,WCQ — AFC M,Masoud Shojaei,MF,37.0,2.0,1,114.0,1.3,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,
25,2022 IR Iran,WCQ — AFC M,Allahyar Sayyadmanesh,DF,20.0,4.0,1,103.0,1.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,0.87,0.0,0.87,
26,2022 IR Iran,WCQ — AFC M,Jafar Salmani,DF,25.0,1.0,1,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
27,2022 IR Iran,WCQ — AFC M,Mehdi Mehdipour,MF,27.0,2.0,0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
28,2022 IR Iran,WCQ — AFC M,Saleh Hardani,DF,23.0,2.0,0,82.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
29,2022 IR Iran,WCQ — AFC M,Mehdi Ghaedi,FW,23.0,6.0,0,59.0,0.7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.53,1.53,3.05,1.53,3.05,
30,2022 IR Iran,WCQ — AFC M,Mehrdad Mohammadi,"FW,MF",28.0,2.0,0,50.0,0.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.8,0.0,1.8,1.8,1.8,
31,2022 IR Iran,WCQ — AFC M,Aref Gholami,DF,24.0,1.0,0,49.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
32,2022 IR Iran,WCQ — AFC M,Kaveh Rezaei,FW,29.0,4.0,0,47.0,0.5,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.83,0.0,3.83,3.83,3.83,
33,2022 IR Iran,WCQ — AFC M,Mohammad Naderi,DF,25.0,1.0,0,38.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
34,2022 IR Iran,WCQ — AFC M,Ali Karimi,MF,27.0,1.0,0,20.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
35,2022 IR Iran,WCQ — AFC M,Amirhossein Hosseinzadeh,MF,21.0,2.0,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
36,2022 IR Iran,WCQ — AFC M,Siavash Yazdani,DF,29.0,1.0,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
37,2022 IR Iran,WCQ — AFC M,Ashkan Dejagah,"FW,MF",35.0,1.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
38,2022 IR Iran,WCQ — AFC M,Kamal Kamyabinia,MF,33.0,1.0,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
39,2022 IR Iran,WCQ — AFC M,Danial Esmaeilifar,MF,28.0,1.0,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
40,2022 IR Iran,WCQ — AFC M,Aref Aghasi,DF,25.0,0.0,0,,,,,,,,,,,,,,,
41,2022 IR Iran,WCQ — AFC M,Farshad Faraji,MF,27.0,0.0,0,,,,,,,,,,,,,,,
42,2022 IR Iran,WCQ — AFC M,Vouria Ghafouri,"DF,MF",34.0,0.0,0,,,,,,,,,,,,,,,
43,2022 IR Iran,WCQ — AFC M,Hossein Hosseini,GK,29.0,0.0,0,,,,,,,,,,,,,,,
44,2022 IR Iran,WCQ — AFC M,Mohammad Karimi,MF,25.0,0.0,0,,,,,,,,,,,,,,,
45,2022 IR Iran,WCQ — AFC M,Morteza Mansouri,DF,31.0,0.0,0,,,,,,,,,,,,,,,
46,2022 IR Iran,WCQ — AFC M,Siamak Nemati,MF,27.0,0.0,0,,,,,,,,,,,,,,,
47,2022 IR Iran,WCQ — AFC M,Payam Niazmand,GK,26.0,0.0,0,,,,,,,,,,,,,,,
48,2022 IR Iran,WCQ — AFC M,Zobeir Niknafs,DF,28.0,0.0,0,,,,,,,,,,,,,,,
49,2022 IR Iran,WCQ — AFC M,Soroush Rafiei,MF,31.0,0.0,0,,,,,,,,,,,,,,,
50,2022 IR Iran,WCQ — AFC M,Mohammad Rashid Mazaheri,GK,32.0,0.0,0,,,,,,,,,,,,,,,
51,2022 IR Iran,WCQ — AFC M,Mohammad Reza Akhbari,GK,28.0,0.0,0,,,,,,,,,,,,,,,
52,2022 IR Iran,WCQ — AFC M,Yasin Salmani,MF,19.0,0.0,0,,,,,,,,,,,,,,,
53,2022 IR Iran,WCQ — AFC M,Shahab Zahedi,"FW,MF",26.0,0.0,0,,,,,,,,,,,,,,,
0,2022 United States,WCQ — CONCACAF M,Tyler Adams,MF,22.0,13.0,12,1019.0,11.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,2022 United States,WCQ — CONCACAF M,Antonee Robinson,DF,24.0,13.0,11,1062.0,11.8,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.17,0.25,0.42,0.17,0.42,
2,2022 United States,WCQ — CONCACAF M,Miles Robinson,DF,24.0,11.0,11,962.0,10.7,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,
3,2022 United States,WCQ — CONCACAF M,Yunus Musah,MF,19.0,10.0,10,732.0,8.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,
4,2022 United States,WCQ — CONCACAF M,Walker Zimmerman,DF,28.0,10.0,9,815.0,9.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.11,0.11,0.22,0.11,0.22,
5,2022 United States,WCQ — CONCACAF M,Matt Turner,GK,27.0,8.0,8,720.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
6,2022 United States,WCQ — CONCACAF M,Ricardo Pepi,FW,19.0,10.0,8,641.0,7.1,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.42,0.14,0.56,0.42,0.56,
7,2022 United States,WCQ — CONCACAF M,Timothy Weah,FW,21.0,9.0,8,581.0,6.5,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.15,0.15,0.31,0.15,0.31,
8,2022 United States,WCQ — CONCACAF M,Brenden Aaronson,FW,21.0,11.0,7,654.0,7.3,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.28,0.14,0.41,0.28,0.41,
9,2022 United States,WCQ — CONCACAF M,Weston McKennie,MF,23.0,7.0,7,623.0,6.9,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.29,0.0,0.29,0.29,0.29,
10,2022 United States,WCQ — CONCACAF M,Christian Pulisic,FW,23.0,10.0,7,614.0,6.8,5.0,0.0,3.0,2.0,2.0,1.0,0.0,0.73,0.0,0.73,0.44,0.44,
11,2022 United States,WCQ — CONCACAF M,Kellyn Acosta,MF,26.0,13.0,6,678.0,7.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,0.13,
12,2022 United States,WCQ — CONCACAF M,Zack Steffen,GK,26.0,6.0,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
13,2022 United States,WCQ — CONCACAF M,Sergiño Dest,DF,21.0,6.0,6,419.0,4.7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.21,0.21,0.43,0.21,0.43,
14,2022 United States,WCQ — CONCACAF M,DeAndre Yedlin,DF,28.0,9.0,5,502.0,5.6,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.18,0.18,0.0,0.18,
15,2022 United States,WCQ — CONCACAF M,Chris Richards,DF,21.0,5.0,4,361.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
16,2022 United States,WCQ — CONCACAF M,Paul Arriola,FW,26.0,5.0,3,209.0,2.3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.43,0.43,0.86,0.43,0.86,
17,2022 United States,WCQ — CONCACAF M,Luca de la Torre,MF,23.0,4.0,2,239.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
18,2022 United States,WCQ — CONCACAF M,Sebastian Lletget,MF,29.0,4.0,2,230.0,2.6,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.39,0.0,0.39,0.39,0.39,
19,2022 United States,WCQ — CONCACAF M,Jesus Ferreira,FW,21.0,6.0,2,229.0,2.5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.39,0.0,0.39,0.39,0.39,
20,2022 United States,WCQ — CONCACAF M,Shaquell Moore,DF,25.0,4.0,2,201.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
21,2022 United States,WCQ — CONCACAF M,Mark McKenzie,DF,22.0,2.0,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
22,2022 United States,WCQ — CONCACAF M,Gyasi Zardes,FW,30.0,5.0,2,179.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
23,2022 United States,WCQ — CONCACAF M,George Bello,"MF,DF",20.0,2.0,2,135.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
24,2022 United States,WCQ — CONCACAF M,John Brooks,DF,29.0,2.0,2,135.0,1.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
25,2022 United States,WCQ — CONCACAF M,Josh Sargent,FW,21.0,3.0,2,116.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
26,2022 United States,WCQ — CONCACAF M,Gio Reyna,MF,19.0,4.0,1,196.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
